100,21.5198,10.1767
200,34.8831,16.6597
300,36.1020,15.3321
400,40.3797,18.0365
500,44.5870,22.6219
600,42.9832,22.2571
700,43.2477,22.4199
800,48.8632,25.3178
900,49.1223,24.7129
1000,45.5075,25.7569
1100,46.9469,20.0723
1200,40.5578,19.9660
1300,43.2683,25.4906
1400,44.5755,18.3516
1500,41.7727,20.9701
1600,41.4556,20.2799
1700,44.2325,17.3381
1800,38.5164,18.9510
1900,34.7426,14.9657
2000,39.3680,16.4100
2100,39.1113,15.8545
2200,54.1370,27.2357
2300,42.3838,20.3318
2400,58.4906,32.5829
2500,46.7518,25.6832
2600,46.8724,30.3303
2700,48.4236,24.2363
2800,47.5310,24.4485
2900,43.7572,19.5995
3000,50.9277,25.2667
3100,47.5856,18.3845
3200,49.7259,23.1951
3300,52.0091,24.7380
3400,51.1443,28.4991
3500,53.5374,26.7764
3600,54.7237,25.4297
3700,51.6433,23.3760
3800,64.1611,32.1210
3900,45.3116,21.6612
4000,53.8660,29.3777
4100,42.9047,18.1899
4200,46.4869,20.2393
4300,55.3503,28.8347
4400,55.4507,26.4312
4500,49.5794,19.1859
4600,57.9131,27.5916
4700,57.2868,25.3702
4800,53.4554,25.5024
4900,48.9544,24.0754
5000,52.7258,28.7492
5100,48.1326,20.2482
5200,50.5675,21.8401
5300,59.9782,26.8243
5400,67.5399,31.9757
5500,59.0373,27.3053
5600,58.6508,27.7609
5700,61.0787,28.7668
5800,62.7908,26.4788
5900,56.5101,26.8924
6000,63.8514,29.2887
6100,67.3047,34.0014
6200,61.9641,26.6656
6300,59.5809,26.1242
6400,61.1301,25.8317
6500,67.5920,30.2333
6600,72.3386,28.6795
6700,67.7025,27.8094
6800,74.8072,31.6405
6900,73.2656,28.7306
7000,77.4084,36.0616
7100,73.5840,35.8824
7200,74.4432,30.9491
7300,77.3537,30.6822
7400,95.2421,38.5429
7500,99.1928,37.9489
7600,112.6499,34.5534
7700,102.7567,33.9439
7800,112.5569,31.1358
7900,110.1454,32.1325
8000,125.1458,36.4982
8100,123.2951,34.4207
8200,124.2105,40.2854
8300,120.6805,28.6628
8400,122.4093,39.9601
8500,119.1800,35.1995
8600,134.6132,37.4260
8700,123.1903,39.1178
8800,127.2750,38.8035
8900,130.8048,33.3286
9000,127.7640,40.0584
9100,132.3956,38.7091
9200,131.4346,40.4476
9300,134.0811,32.7011
9400,133.1481,36.1851
9500,131.2128,40.3756
9600,132.6256,38.2592
9700,141.9368,41.0756
9800,130.0984,32.8682
9900,133.9853,34.6871
10000,120.9906,33.5288
10100,147.8847,38.3314
10200,145.3152,34.7121
10300,148.2639,40.4658
10400,136.3869,39.1427
10500,146.3392,34.8895
10600,150.4378,34.9194
10700,149.2931,36.1089
10800,152.9652,33.6674
10900,152.0509,35.7662
11000,160.0669,34.5168
11100,150.3513,30.2111
11200,151.3731,34.4052
11300,136.0070,36.8370
11400,158.1012,37.1731
11500,168.6855,31.4371
11600,157.1559,35.2951
11700,149.4898,40.7642
11800,160.9012,33.0353
11900,166.7821,30.8533
12000,161.0544,34.9406
12100,162.3371,34.3195
12200,159.4330,37.1090
12300,168.7775,32.3277
12400,173.9332,27.1877
12500,173.6016,31.4081
12600,170.4187,34.0866
12700,170.3871,34.6898
12800,153.7327,41.4058
12900,165.1697,35.4758
13000,167.5676,31.1154
13100,172.2730,33.3595
13200,179.0599,32.6444
13300,167.1844,32.9769
13400,167.1484,41.5504
13500,173.3343,31.9981
13600,165.4671,36.8799
13700,173.3683,35.2716
13800,173.3497,28.3992
13900,161.1251,42.6926
14000,173.9513,31.3877
14100,180.6900,31.4505
14200,177.4598,31.7300
14300,187.6657,27.4768
14400,181.8045,29.4207
14500,179.3052,31.1541
14600,176.1924,33.1762
14700,185.8392,29.0554
14800,176.6217,31.4456
14900,184.1483,39.5664
15000,182.2837,28.7864
15100,181.7677,32.9145
15200,185.1001,31.4540
15300,191.9491,29.9962
15400,184.1916,30.2812
15500,182.3610,32.1546
15600,184.1382,29.7303
15700,181.0628,26.7912
15800,186.2169,32.9042
15900,172.9528,42.1876
16000,192.9467,28.5254
16100,188.9692,30.9164
16200,196.0854,31.7042
16300,194.9784,28.9067
16400,197.7396,28.1151
16500,187.7883,32.4863
16600,191.8523,30.8902
16700,191.9542,27.7501
16800,196.1998,26.4346
16900,196.3582,34.1877
17000,188.8566,35.5964
17100,197.3200,28.7513
17200,198.6257,31.4024
17300,194.6230,31.1214
17400,195.3293,27.3583
17500,196.7998,29.7727
17600,197.8145,25.9146
17700,199.7854,26.3110
